id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2979836,GR4,2018-04-30 06:00:00,3.4,4.4,10.2,0,0,0
2979892,GR4,2018-04-30 07:00:00,4.7,3.3,11.2,0,0,0
2979948,GR4,2018-04-30 08:00:00,0.6,12.4,10.8,0,0,0
2980004,GR4,2018-04-30 09:00:00,8.3,0,9.6,0,0,0
2980060,GR4,2018-04-30 10:00:00,9.0,5.0,9.3,0,0,0
2980080,GR4,2018-04-30 11:00:00,2.8,10.0,8.7,0,0,0
2980136,GR4,2018-04-30 12:00:00,5.8,11.7,10.1,0,0,0
2980192,GR4,2018-04-30 13:00:00,0,0,0,0,0,0
2980248,GR4,2018-04-30 14:00:00,5.2,13.0,11.5,0,0,0
2980304,GR4,2018-04-30 15:00:00,0,0,0,0,0,0
2980324,GR4,2018-04-30 16:00:00,9.5,9.1,9.4,0,0,0
2980415,GR4,2018-04-30 17:00:00,7.2,14.8,15.0,0,0,0
2980435,GR4,2018-04-30 18:00:00,5.9,10.4,16.4,0,0,0
2980491,GR4,2018-04-30 19:00:00,7.8,11.9,14.4,0,0,0
2980547,GR4,2018-04-30 20:00:00,4.5,20.0,18.8,0,0,0
2980603,GR4,2018-04-30 21:00:00,9.2,11.1,21.2,0,0,0
2980659,GR4,2018-04-30 22:00:00,7.8,18.0,38.3,0,0,0
2980715,GR4,2018-04-30 23:00:00,10.8,16.6,46.7,0,0,0
2980771,GR4,2018-05-01 00:00:00,11.0,8.2,44.4,0,0,0
2980827,GR4,2018-05-01 01:00:00,9.8,7.5,26.8,0,0,0
2980883,GR4,2018-05-01 02:00:00,8.1,5.0,16.8,0,0,0
2980939,GR4,2018-05-01 03:00:00,7.3,10.7,11.7,0,0,0
2980995,GR4,2018-05-01 04:00:00,5.9,11.6,17.9,0,0,0
2981051,GR4,2018-05-01 05:00:00,7.8,10.2,0,0,0,0
2981107,GR4,2018-05-01 06:00:00,7.1,13.2,31.6,0,0,0
2981163,GR4,2018-05-01 07:00:00,5.3,19.9,31.7,0,0,0
2981219,GR4,2018-05-01 08:00:00,4.4,14.4,22.6,0,0,0
2981275,GR4,2018-05-01 09:00:00,8.1,9.8,12.4,0,0,0
2981331,GR4,2018-05-01 10:00:00,5.7,7.8,6.5,0,0,0
2981387,GR4,2018-05-01 11:00:00,6.7,6.0,6.0,0,0,0
2981407,GR4,2018-05-01 12:00:00,7.2,10.0,5.8,0,0,0
2981463,GR4,2018-05-01 13:00:00,7.6,10.8,6.0,0,0,0
2981519,GR4,2018-05-01 14:00:00,5.4,9.5,8.3,0,0,0
2981575,GR4,2018-05-01 15:00:00,2.9,11.5,8.1,0,0,0
2981595,GR4,2018-05-01 16:00:00,5.9,10.7,7.0,0,0,0
2981686,GR4,2018-05-01 17:00:00,0,0,0,0,0,0
2981742,GR4,2018-05-01 18:00:00,4.7,7.4,7.6,0,0,0
2981798,GR4,2018-05-01 19:00:00,4.9,6.3,7.8,0,0,0
2981854,GR4,2018-05-01 20:00:00,2.8,14.6,8.6,0,0,0
2981910,GR4,2018-05-01 21:00:00,0,0,0,0,0,0
2981966,GR4,2018-05-01 22:00:00,1.0,12.5,5.2,0,0,0
2981986,GR4,2018-05-01 23:00:00,7.4,4.6,5.1,0,0,0
2982042,GR4,2018-05-02 00:00:00,5.7,7.4,4.3,0,0,0
2982098,GR4,2018-05-02 01:00:00,4.3,8.5,5.9,0,0,0
2982118,GR4,2018-05-02 02:00:00,4.2,8.2,1.3,0,0,0
2982174,GR4,2018-05-02 03:00:00,4.8,11.1,1.6,0,0,0
2982230,GR4,2018-05-02 04:00:00,6.2,6.7,2.3,0,0,0
2982286,GR4,2018-05-02 05:00:00,3.7,5.9,3.6,0,0,0
2982342,GR4,2018-05-02 06:00:00,3.2,9.8,6.2,0,0,0
2982398,GR4,2018-05-02 07:00:00,5.2,10.1,8.3,0,0,0
2982454,GR4,2018-05-02 08:00:00,4.1,5.6,8.2,0,0,0
2982510,GR4,2018-05-02 09:00:00,2.3,4.9,5.4,0,0,0
2982566,GR4,2018-05-02 10:00:00,1.4,2.4,5.0,0,0,0
2982622,GR4,2018-05-02 11:00:00,2.5,4.0,6.9,0,0,0
2982678,GR4,2018-05-02 12:00:00,2.4,-0.6,8.1,0,0,0
2982734,GR4,2018-05-02 13:00:00,0.8,2.8,10.9,0,0,0
2982790,GR4,2018-05-02 14:00:00,3.7,9.1,15.6,0,0,0
2982846,GR4,2018-05-02 15:00:00,1.6,4.3,21.5,0,0,0
2982866,GR4,2018-05-02 16:00:00,2.5,4.4,17.8,0,0,0
2982957,GR4,2018-05-02 17:00:00,2.7,7.4,13.7,0,0,0
2983013,GR4,2018-05-02 18:00:00,4.8,8.4,15.3,0,0,0
2983069,GR4,2018-05-02 19:00:00,4.3,5.7,21.0,0,0,0
2983089,GR4,2018-05-02 20:00:00,2.6,8.3,26.2,0,0,0
2983145,GR4,2018-05-02 21:00:00,3.1,12.2,42.5,0,0,0
2983201,GR4,2018-05-02 22:00:00,11.0,6.0,60.6,0,0,0
2983221,GR4,2018-05-02 23:00:00,7.0,16.3,54.4,0,0,0
2983277,GR4,2018-05-03 00:00:00,0.4,18.4,34.7,0,0,0
2983297,GR4,2018-05-03 01:00:00,2.4,18.2,20.0,0,0,0
2983353,GR4,2018-05-03 02:00:00,5.2,17.7,16.3,0,0,0
2983409,GR4,2018-05-03 03:00:00,12.1,4.6,12.7,0,0,0
2983465,GR4,2018-05-03 04:00:00,7.7,8.0,15.7,0,0,0
2983521,GR4,2018-05-03 05:00:00,4.8,16.6,25.0,0,0,0
2983577,GR4,2018-05-03 06:00:00,3.9,23.0,34.2,0,0,0
2983633,GR4,2018-05-03 07:00:00,12.7,14.7,40.8,0,0,0
2983689,GR4,2018-05-03 08:00:00,12.2,20.0,42.2,0,0,0
2983745,GR4,2018-05-03 09:00:00,10.5,13.1,32.3,0,0,0
2983801,GR4,2018-05-03 10:00:00,8.7,12.6,18.1,0,0,0
2983857,GR4,2018-05-03 11:00:00,6.1,12.3,11.1,0,0,0
2983913,GR4,2018-05-03 12:00:00,7.5,7.6,9.1,0,0,0
2983969,GR4,2018-05-03 13:00:00,4.9,8.8,10.4,0,0,0
2984025,GR4,2018-05-03 14:00:00,8.9,7.3,9.6,0,0,0
2984081,GR4,2018-05-03 15:00:00,2.9,14.6,9.1,0,0,0
2984101,GR4,2018-05-03 16:00:00,5.6,9.9,7.8,0,0,0
2984192,GR4,2018-05-03 17:00:00,7.8,13.4,12.4,0,0,0
2984248,GR4,2018-05-03 18:00:00,6.4,14.9,13.9,0,0,0
2984304,GR4,2018-05-03 19:00:00,6.7,16.3,12.0,0,0,0
2984360,GR4,2018-05-03 20:00:00,9.5,14.6,13.8,0,0,0
2984416,GR4,2018-05-03 21:00:00,6.8,16.6,19.1,0,0,0
2984472,GR4,2018-05-03 22:00:00,8.2,10.4,15.8,0,0,0
2984528,GR4,2018-05-03 23:00:00,6.3,14.2,14.0,0,0,0
2984584,GR4,2018-05-04 00:00:00,8.7,8.5,11.3,0,0,0
2984640,GR4,2018-05-04 01:00:00,9.3,11.0,11.1,0,0,0
2984696,GR4,2018-05-04 02:00:00,6.8,14.9,8.8,0,0,0
2984752,GR4,2018-05-04 03:00:00,8.0,17.2,13.1,0,0,0
2984808,GR4,2018-05-04 04:00:00,9.4,17.5,17.2,0,0,0
2984864,GR4,2018-05-04 05:00:00,11.6,16.9,21.3,0,0,0
2984920,GR4,2018-05-04 06:00:00,11.4,19.5,32.3,0,0,0
2984976,GR4,2018-05-04 07:00:00,11.7,16.9,24.5,0,0,0
2985032,GR4,2018-05-04 08:00:00,10.5,22.3,19.1,0,0,0
2985088,GR4,2018-05-04 09:00:00,10.7,15.0,11.9,0,0,0
2985144,GR4,2018-05-04 10:00:00,7.2,20.6,11.5,0,0,0
2985200,GR4,2018-05-04 11:00:00,9.9,18.5,9.9,0,0,0
2985256,GR4,2018-05-04 12:00:00,12.7,17.3,14.2,0,0,0
2985312,GR4,2018-05-04 13:00:00,10.9,20.3,13.8,0,0,0
2985368,GR4,2018-05-04 14:00:00,11.8,25.4,12.9,0,0,0
2985424,GR4,2018-05-04 15:00:00,15.5,22.0,21.4,0,0,0
2985444,GR4,2018-05-04 16:00:00,13.9,19.6,24.3,0,0,0
2985500,GR4,2018-05-04 17:00:00,11.5,28.0,25.0,0,0,0
2985556,GR4,2018-05-04 18:00:00,11.8,27.5,26.6,0,0,0
2985576,GR4,2018-05-04 19:00:00,12.0,20.4,18.3,0,0,0
2985632,GR4,2018-05-04 20:00:00,9.6,15.9,18.8,0,0,0
2985688,GR4,2018-05-04 21:00:00,11.7,14.3,12.8,0,0,0
2985744,GR4,2018-05-04 22:00:00,12.2,16.0,17.4,0,0,0
2985800,GR4,2018-05-04 23:00:00,13.7,14.4,48.8,0,0,0
2985856,GR4,2018-05-05 00:00:00,11.9,17.0,39.6,0,0,0
2985876,GR4,2018-05-05 01:00:00,14.2,19.6,41.1,0,0,0
2985932,GR4,2018-05-05 02:00:00,17.2,22.5,40.8,0,0,0
2985988,GR4,2018-05-05 03:00:00,15.8,23.8,36.4,0,0,0
2986044,GR4,2018-05-05 04:00:00,13.9,27.4,40.2,0,0,0
2986100,GR4,2018-05-05 05:00:00,17.4,21.0,43.8,0,0,0
2986156,GR4,2018-05-05 06:00:00,18.1,27.0,50.3,0,0,0
2986212,GR4,2018-05-05 07:00:00,17.4,16.8,40.0,0,0,0
2986268,GR4,2018-05-05 08:00:00,14.9,22.9,33.7,0,0,0
2986324,GR4,2018-05-05 09:00:00,14.2,20.5,23.6,0,0,0
2986380,GR4,2018-05-05 10:00:00,13.8,24.5,20.2,0,0,0
2986436,GR4,2018-05-05 11:00:00,12.3,20.2,11.3,0,0,0
2986492,GR4,2018-05-05 12:00:00,15.4,15.4,10.2,0,0,0
2986548,GR4,2018-05-05 13:00:00,8.7,18.1,8.2,0,0,0
2986604,GR4,2018-05-05 14:00:00,15.3,19.3,7.3,0,0,0
2986660,GR4,2018-05-05 15:00:00,0,0,7.8,0,0,0
2986680,GR4,2018-05-05 16:00:00,13.7,25.6,8.8,0,0,0
2986771,GR4,2018-05-05 17:00:00,16.7,26.4,10.8,0,0,0
2986827,GR4,2018-05-05 18:00:00,21.0,28.9,12.8,0,0,0
2986883,GR4,2018-05-05 19:00:00,23.9,32.0,17.6,0,0,0
2986939,GR4,2018-05-05 20:00:00,24.5,33.3,20.9,0,0,0
2986959,GR4,2018-05-05 21:00:00,24.4,35.5,24.7,0,0,0
2987015,GR4,2018-05-05 22:00:00,26.6,34.8,28.3,0,0,0
2987071,GR4,2018-05-05 23:00:00,30.7,37.2,36.7,0,0,0
2987127,GR4,2018-05-06 00:00:00,26.0,35.7,27.1,0,0,0
2987183,GR4,2018-05-06 01:00:00,25.6,34.8,24.6,0,0,0
2987239,GR4,2018-05-06 02:00:00,27.7,32.8,40.6,0,0,0
2987295,GR4,2018-05-06 03:00:00,25.0,32.0,28.8,0,0,0
2987351,GR4,2018-05-06 04:00:00,28.9,33.1,39.5,0,0,0
2987407,GR4,2018-05-06 05:00:00,27.1,38.8,33.5,0,0,0
2987463,GR4,2018-05-06 06:00:00,31.0,39.7,32.8,0,0,0
2987519,GR4,2018-05-06 07:00:00,27.9,40.3,27.7,0,0,0
2987575,GR4,2018-05-06 08:00:00,26.2,37.9,29.7,0,0,0
2987595,GR4,2018-05-06 09:00:00,22.9,36.0,17.4,0,0,0
2987651,GR4,2018-05-06 10:00:00,21.4,33.0,17.3,0,0,0
2987707,GR4,2018-05-06 11:00:00,17.8,24.5,12.9,0,0,0
2987834,GR4,2018-05-06 12:00:00,18.3,26.0,11.4,0,0,0
2987890,GR4,2018-05-06 13:00:00,19.1,32.0,14.0,0,0,0
2987946,GR4,2018-05-06 14:00:00,22.7,25.3,13.7,0,0,0
2988002,GR4,2018-05-06 15:00:00,0,0,12.5,0,0,0
2988022,GR4,2018-05-06 16:00:00,20.8,30.3,14.6,0,0,0
2988113,GR4,2018-05-06 17:00:00,21.8,29.2,21.7,0,0,0
2988169,GR4,2018-05-06 18:00:00,24.1,30.3,31.4,0,0,0
2988225,GR4,2018-05-06 19:00:00,33.0,41.1,44.7,0,0,0
2988245,GR4,2018-05-06 20:00:00,43.0,51.2,53.6,0,0,0
2988301,GR4,2018-05-06 21:00:00,44.7,50.6,48.8,0,0,0
2988357,GR4,2018-05-06 22:00:00,43.9,54.2,50.0,0,0,0
2988413,GR4,2018-05-06 23:00:00,52.7,53.7,47.4,0,0,0
2988469,GR4,2018-05-07 00:00:00,51.4,59.9,65.3,0,0,0
2988525,GR4,2018-05-07 01:00:00,49.7,60.7,61.3,0,0,0
2988545,GR4,2018-05-07 02:00:00,52.4,56.8,47.4,0,0,0
2988601,GR4,2018-05-07 03:00:00,53.9,69.9,51.1,0,0,0
2988657,GR4,2018-05-07 04:00:00,62.0,69.8,42.9,0,0,0
2988713,GR4,2018-05-07 05:00:00,59.1,71.8,45.6,0,0,0
2988769,GR4,2018-05-07 06:00:00,58.4,73.0,42.4,0,0,0
2988825,GR4,2018-05-07 07:00:00,41.2,50.9,34.9,0,0,0
2988881,GR4,2018-05-07 08:00:00,26.6,26.8,31.9,0,0,0
2988937,GR4,2018-05-07 09:00:00,18.9,20.6,35.1,0,0,0
2988993,GR4,2018-05-07 10:00:00,18.0,23.5,32.0,0,0,0
2989049,GR4,2018-05-07 11:00:00,13.1,30.3,21.2,0,0,0
2989105,GR4,2018-05-07 12:00:00,19.0,26.7,13.4,0,0,0
2989161,GR4,2018-05-07 13:00:00,23.2,24.0,12.0,0,0,0
2989217,GR4,2018-05-07 14:00:00,12.0,24.1,10.3,0,0,0
2979501,MY7,2018-04-30 00:00:00,5.2,9.7,0,0,0,0
2979557,MY7,2018-04-30 01:00:00,5.6,10.2,0,0,0,0
2979613,MY7,2018-04-30 02:00:00,7.7,8.1,0,0,0,0
2979669,MY7,2018-04-30 03:00:00,1.8,5.6,0,0,0,0
2979725,MY7,2018-04-30 04:00:00,3.0,10.1,0,0,0,0
2979781,MY7,2018-04-30 05:00:00,4.0,8.6,0,0,0,0
2979837,MY7,2018-04-30 06:00:00,6.1,8.9,0,0,0,0
2979893,MY7,2018-04-30 07:00:00,7.1,11.7,0,0,0,0
2979949,MY7,2018-04-30 08:00:00,6.9,12.4,0,0,0,0
2980005,MY7,2018-04-30 09:00:00,4.6,10.8,0,0,0,0
2980061,MY7,2018-04-30 10:00:00,5.8,13.7,0,0,0,0
2980081,MY7,2018-04-30 11:00:00,10.4,14.2,0,0,0,0
2980137,MY7,2018-04-30 12:00:00,4.1,13.6,0,0,0,0
2980193,MY7,2018-04-30 13:00:00,7.4,15.8,0,0,0,0
2980249,MY7,2018-04-30 14:00:00,9.1,15.7,0,0,0,0
2980305,MY7,2018-04-30 15:00:00,8.5,18.2,0,0,0,0
2980325,MY7,2018-04-30 16:00:00,8.5,17.0,0,0,0,0
2980416,MY7,2018-04-30 17:00:00,7.4,15.1,0,0,0,0
2980436,MY7,2018-04-30 18:00:00,6.6,15.2,0,0,0,0
2980492,MY7,2018-04-30 19:00:00,8.2,16.6,0,0,0,0
2980548,MY7,2018-04-30 20:00:00,9.4,20.3,0,0,0,0
2980604,MY7,2018-04-30 21:00:00,15.6,27.5,0,0,0,0
2980660,MY7,2018-04-30 22:00:00,14.6,22.7,0,0,0,0
2980716,MY7,2018-04-30 23:00:00,12.8,18.3,0,0,0,0
2980772,MY7,2018-05-01 00:00:00,9.9,16.4,0,0,0,0
2980828,MY7,2018-05-01 01:00:00,9.4,14.5,0,0,0,0
2980884,MY7,2018-05-01 02:00:00,9.4,15.8,0,0,0,0
2980940,MY7,2018-05-01 03:00:00,9.8,17.2,0,0,0,0
2980996,MY7,2018-05-01 04:00:00,10.7,19.3,0,0,0,0
2981052,MY7,2018-05-01 05:00:00,15.7,22.2,0,0,0,0
2981108,MY7,2018-05-01 06:00:00,15.0,24.1,0,0,0,0
2981164,MY7,2018-05-01 07:00:00,17.1,29.6,0,0,0,0
2981220,MY7,2018-05-01 08:00:00,19.3,40.7,0,0,0,0
2981276,MY7,2018-05-01 09:00:00,13.4,23.5,0,0,0,0
2981332,MY7,2018-05-01 10:00:00,14.0,23.9,0,0,0,0
2981388,MY7,2018-05-01 11:00:00,14.9,21.9,0,0,0,0
2981408,MY7,2018-05-01 12:00:00,15.2,26.8,0,0,0,0
2981464,MY7,2018-05-01 13:00:00,16.1,30.4,0,0,0,0
2981520,MY7,2018-05-01 14:00:00,9.1,33.6,0,0,0,0
2981576,MY7,2018-05-01 15:00:00,11.2,25.3,0,0,0,0
2981596,MY7,2018-05-01 16:00:00,15.8,26.4,0,0,0,0
2981687,MY7,2018-05-01 17:00:00,13.4,26.4,0,0,0,0
2981743,MY7,2018-05-01 18:00:00,13.8,26.0,0,0,0,0
2981799,MY7,2018-05-01 19:00:00,11.8,20.5,0,0,0,0
2981855,MY7,2018-05-01 20:00:00,11.9,20.2,0,0,0,0
2981911,MY7,2018-05-01 21:00:00,12.7,22.0,0,0,0,0
2981967,MY7,2018-05-01 22:00:00,11.2,20.9,0,0,0,0
2981987,MY7,2018-05-01 23:00:00,6.8,16.2,0,0,0,0
2982043,MY7,2018-05-02 00:00:00,7.5,13.3,0,0,0,0
2982099,MY7,2018-05-02 01:00:00,6.0,11.8,0,0,0,0
2982119,MY7,2018-05-02 02:00:00,6.3,11.6,0,0,0,0
2982175,MY7,2018-05-02 03:00:00,6.5,13.5,0,0,0,0
2982231,MY7,2018-05-02 04:00:00,7.8,13.1,0,0,0,0
2982287,MY7,2018-05-02 05:00:00,6.8,17.7,0,0,0,0
2982343,MY7,2018-05-02 06:00:00,10.6,18.9,0,0,0,0
2982399,MY7,2018-05-02 07:00:00,9.1,18.5,0,0,0,0
2982455,MY7,2018-05-02 08:00:00,11.3,17.2,0,0,0,0
2982511,MY7,2018-05-02 09:00:00,9.1,15.2,0,0,0,0
2982567,MY7,2018-05-02 10:00:00,9.5,15.8,0,0,0,0
2982623,MY7,2018-05-02 11:00:00,12.7,17.2,0,0,0,0
2982679,MY7,2018-05-02 12:00:00,15.6,22.0,0,0,0,0
2982735,MY7,2018-05-02 13:00:00,15.1,17.5,0,0,0,0
2982791,MY7,2018-05-02 14:00:00,6.9,7.5,0,0,0,0
2982847,MY7,2018-05-02 15:00:00,5.4,7.4,0,0,0,0
2982867,MY7,2018-05-02 16:00:00,7.2,4.5,0,0,0,0
2982958,MY7,2018-05-02 17:00:00,6.3,7.6,0,0,0,0
2983014,MY7,2018-05-02 18:00:00,4.8,9.7,0,0,0,0
2983070,MY7,2018-05-02 19:00:00,6.8,11.7,0,0,0,0
2983090,MY7,2018-05-02 20:00:00,15.0,22.0,0,0,0,0
2983146,MY7,2018-05-02 21:00:00,16.8,26.4,0,0,0,0
2983202,MY7,2018-05-02 22:00:00,15.3,25.0,0,0,0,0
2983222,MY7,2018-05-02 23:00:00,12.3,19.0,0,0,0,0
2983278,MY7,2018-05-03 00:00:00,9.0,17.0,0,0,0,0
2983298,MY7,2018-05-03 01:00:00,12.8,17.2,0,0,0,0
2983354,MY7,2018-05-03 02:00:00,12.9,19.6,0,0,0,0
2983410,MY7,2018-05-03 03:00:00,12.9,22.5,0,0,0,0
2983466,MY7,2018-05-03 04:00:00,13.3,30.2,0,0,0,0
2983522,MY7,2018-05-03 05:00:00,21.1,29.7,0,0,0,0
2983578,MY7,2018-05-03 06:00:00,17.7,34.5,0,0,0,0
2983634,MY7,2018-05-03 07:00:00,17.6,27.6,0,0,0,0
2983690,MY7,2018-05-03 08:00:00,15.0,28.2,0,0,0,0
2983746,MY7,2018-05-03 09:00:00,18.6,29.2,0,0,0,0
2983802,MY7,2018-05-03 10:00:00,16.9,39.6,0,0,0,0
2983858,MY7,2018-05-03 11:00:00,18.1,32.1,0,0,0,0
2983914,MY7,2018-05-03 12:00:00,11.8,21.9,0,0,0,0
2983970,MY7,2018-05-03 13:00:00,13.2,28.8,0,0,0,0
2984026,MY7,2018-05-03 14:00:00,0,0,0,0,0,0
2984082,MY7,2018-05-03 15:00:00,16.1,25.8,0,0,0,0
2984102,MY7,2018-05-03 16:00:00,17.1,25.0,0,0,0,0
2984193,MY7,2018-05-03 17:00:00,18.1,29.8,0,0,0,0
2984249,MY7,2018-05-03 18:00:00,17.7,21.5,0,0,0,0
2984305,MY7,2018-05-03 19:00:00,14.7,28.8,0,0,0,0
2984361,MY7,2018-05-03 20:00:00,17.6,32.9,0,0,0,0
2984417,MY7,2018-05-03 21:00:00,17.5,30.3,0,0,0,0
2984473,MY7,2018-05-03 22:00:00,17.7,31.7,0,0,0,0
2984529,MY7,2018-05-03 23:00:00,13.3,24.9,0,0,0,0
2984585,MY7,2018-05-04 00:00:00,10.5,24.2,0,0,0,0
2984641,MY7,2018-05-04 01:00:00,11.9,22.3,0,0,0,0
2984697,MY7,2018-05-04 02:00:00,11.7,21.0,0,0,0,0
2984753,MY7,2018-05-04 03:00:00,11.8,23.8,0,0,0,0
2984809,MY7,2018-05-04 04:00:00,11.4,22.0,0,0,0,0
2984865,MY7,2018-05-04 05:00:00,16.0,26.5,0,0,0,0
2984921,MY7,2018-05-04 06:00:00,18.8,36.8,0,0,0,0
2984977,MY7,2018-05-04 07:00:00,16.8,34.3,0,0,0,0
2985033,MY7,2018-05-04 08:00:00,18.1,34.6,0,0,0,0
2985089,MY7,2018-05-04 09:00:00,18.7,34.9,0,0,0,0
2985145,MY7,2018-05-04 10:00:00,15.8,33.9,0,0,0,0
2985201,MY7,2018-05-04 11:00:00,20.9,34.1,0,0,0,0
2985257,MY7,2018-05-04 12:00:00,16.5,32.3,0,0,0,0
2985313,MY7,2018-05-04 13:00:00,14.5,23.0,0,0,0,0
2985369,MY7,2018-05-04 14:00:00,14.2,24.5,0,0,0,0
2985425,MY7,2018-05-04 15:00:00,14.1,21.7,0,0,0,0
2985445,MY7,2018-05-04 16:00:00,11.9,22.3,0,0,0,0
2985501,MY7,2018-05-04 17:00:00,13.0,22.5,0,0,0,0
2985557,MY7,2018-05-04 18:00:00,14.7,33.2,0,0,0,0
2985577,MY7,2018-05-04 19:00:00,20.7,37.8,0,0,0,0
2985633,MY7,2018-05-04 20:00:00,20.7,34.9,0,0,0,0
2985689,MY7,2018-05-04 21:00:00,21.9,31.5,0,0,0,0
2985745,MY7,2018-05-04 22:00:00,20.6,32.2,0,0,0,0
2985801,MY7,2018-05-04 23:00:00,18.9,30.4,0,0,0,0
2985857,MY7,2018-05-05 00:00:00,18.4,28.5,0,0,0,0
2985877,MY7,2018-05-05 01:00:00,18.7,27.6,0,0,0,0
2985933,MY7,2018-05-05 02:00:00,24.8,38.4,0,0,0,0
2985989,MY7,2018-05-05 03:00:00,21.8,34.8,0,0,0,0
2986045,MY7,2018-05-05 04:00:00,22.1,35.2,0,0,0,0
2986101,MY7,2018-05-05 05:00:00,26.1,40.2,0,0,0,0
2986157,MY7,2018-05-05 06:00:00,21.7,46.1,0,0,0,0
2986213,MY7,2018-05-05 07:00:00,16.9,30.5,0,0,0,0
2986269,MY7,2018-05-05 08:00:00,17.9,29.5,0,0,0,0
2986325,MY7,2018-05-05 09:00:00,17.6,28.3,0,0,0,0
2986381,MY7,2018-05-05 10:00:00,18.6,24.6,0,0,0,0
2986437,MY7,2018-05-05 11:00:00,14.7,27.3,0,0,0,0
2986493,MY7,2018-05-05 12:00:00,18.8,40.6,0,0,0,0
2986549,MY7,2018-05-05 13:00:00,21.3,34.1,0,0,0,0
2986605,MY7,2018-05-05 14:00:00,20.9,36.3,0,0,0,0
2986661,MY7,2018-05-05 15:00:00,20.7,33.0,0,0,0,0
2986681,MY7,2018-05-05 16:00:00,27.0,35.1,0,0,0,0
2986772,MY7,2018-05-05 17:00:00,23.4,38.3,0,0,0,0
2986828,MY7,2018-05-05 18:00:00,24.1,37.3,0,0,0,0
2986884,MY7,2018-05-05 19:00:00,25.8,41.6,0,0,0,0
2986940,MY7,2018-05-05 20:00:00,29.2,42.3,0,0,0,0
2986960,MY7,2018-05-05 21:00:00,30.9,42.8,0,0,0,0
2987016,MY7,2018-05-05 22:00:00,28.0,44.9,0,0,0,0
2987072,MY7,2018-05-05 23:00:00,26.1,36.7,0,0,0,0
2987128,MY7,2018-05-06 00:00:00,26.7,36.4,0,0,0,0
2987184,MY7,2018-05-06 01:00:00,27.8,44.7,0,0,0,0
2987240,MY7,2018-05-06 02:00:00,27.8,35.8,0,0,0,0
2987296,MY7,2018-05-06 03:00:00,28.7,36.6,0,0,0,0
2987352,MY7,2018-05-06 04:00:00,27.2,34.8,0,0,0,0
2987408,MY7,2018-05-06 05:00:00,25.3,33.4,0,0,0,0
2987464,MY7,2018-05-06 06:00:00,25.3,34.0,0,0,0,0
2987520,MY7,2018-05-06 07:00:00,28.2,35.7,0,0,0,0
2987576,MY7,2018-05-06 08:00:00,26.0,43.0,0,0,0,0
2987596,MY7,2018-05-06 09:00:00,26.6,34.5,0,0,0,0
2987652,MY7,2018-05-06 10:00:00,0,0,0,0,0,0
2987708,MY7,2018-05-06 11:00:00,0,0,0,0,0,0
2987835,MY7,2018-05-06 12:00:00,0,0,0,0,0,0
2987891,MY7,2018-05-06 13:00:00,0,0,0,0,0,0
2987947,MY7,2018-05-06 14:00:00,0,0,0,0,0,0
2988003,MY7,2018-05-06 15:00:00,0,0,0,0,0,0
2988023,MY7,2018-05-06 16:00:00,0,0,0,0,0,0
2988114,MY7,2018-05-06 17:00:00,0,0,0,0,0,0
2988170,MY7,2018-05-06 18:00:00,0,0,0,0,0,0
2988226,MY7,2018-05-06 19:00:00,0,0,0,0,0,0
2988246,MY7,2018-05-06 20:00:00,0,0,0,0,0,0
2988302,MY7,2018-05-06 21:00:00,0,0,0,0,0,0
2988358,MY7,2018-05-06 22:00:00,0,0,0,0,0,0
2988414,MY7,2018-05-06 23:00:00,0,0,0,0,0,0
2988470,MY7,2018-05-07 00:00:00,0,0,0,0,0,0
2988526,MY7,2018-05-07 01:00:00,0,0,0,0,0,0
2988546,MY7,2018-05-07 02:00:00,0,0,0,0,0,0
2988602,MY7,2018-05-07 03:00:00,0,0,0,0,0,0
2988658,MY7,2018-05-07 04:00:00,0,0,0,0,0,0
2988714,MY7,2018-05-07 05:00:00,0,0,0,0,0,0
2988770,MY7,2018-05-07 06:00:00,0,0,0,0,0,0
2988826,MY7,2018-05-07 07:00:00,0,0,0,0,0,0
2988882,MY7,2018-05-07 08:00:00,0,0,0,0,0,0
2988938,MY7,2018-05-07 09:00:00,0,0,0,0,0,0
2988994,MY7,2018-05-07 10:00:00,0,0,0,0,0,0
2989050,MY7,2018-05-07 11:00:00,0,0,0,0,0,0
2989106,MY7,2018-05-07 12:00:00,0,0,0,0,0,0
2989162,MY7,2018-05-07 13:00:00,0,0,0,0,0,0
2989218,MY7,2018-05-07 14:00:00,0,0,0,0,0,0
2979502,HV1,2018-04-30 00:00:00,1.2,4.7,2.9,0,0,0
2979558,HV1,2018-04-30 01:00:00,6.1,9.2,3.1,0,0,0
2979614,HV1,2018-04-30 02:00:00,-0.6,3.5,3.2,0,0,0
2979670,HV1,2018-04-30 03:00:00,1.5,5.1,3.2,0,0,0
2979726,HV1,2018-04-30 04:00:00,4.7,7.3,3.5,0,0,0
2979782,HV1,2018-04-30 05:00:00,-0.6,1.8,6.0,0,0,0
2979838,HV1,2018-04-30 06:00:00,0,3.2,7.9,0,0,0
2979894,HV1,2018-04-30 07:00:00,8.9,10.6,9.1,0,0,0
2979950,HV1,2018-04-30 08:00:00,5.7,7.3,8.0,0,0,0
2980006,HV1,2018-04-30 09:00:00,6.7,9.2,7.4,0,0,0
